ABA DE ORIGEM,LINHA,VIATURA ENCONTRADA,TIPO DE SERVIÇO,CONTEÚDO DA LINHA
MANUTENÇÃO-2023,74,ABS-17202,EMBREAGEM,"***** 577 ??? ABS-17202 ??? 1.FORNECERESUBSTITUIRKITDEEMBREAGEM(PLATÔEDISCO)CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIRATUADORDEEMBREAGEMDOCAMBIOCONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIRRETENTORDOVOLANTEDEMOTORCONFORMEESPECIFICAÇÃODOFABRICANTE;
4.RETIFICARVOLANTEDEMOTOR;
5.FORNECERESUBSTITUIRFLUÍDODOT4.  INJETRONIC R$6.360,00 FINALIZADANANEO "
MANUTENÇÃO-2023,83,GMT-0700,PNEU,45014 ***** WED APR 19 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AC-17001 10506 REALIZADOORODÍZIODEPNEUS  FITAUTOCENTER R$- NÃOHOUVEO.S. 
MANUTENÇÃO-2023,89,GMT-0700,PNEU,"54 ***** TUE OCT 24 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AC-17001  TROCADE02PNEUSDIANTEIRO,BALANCEAMENTOERODÍZIODOSPANEUSTRASERO  DPASHOAL R$2.200,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,103,GMT-0700,PNEU,"44921 ***** WED MAR 15 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 284250 COMPRADE02PNEUS(DIANTEIROS)  DELLAVIAPNEUS R$1.602,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,104,GMT-0700,PNEU,44921 ***** WED MAR 15 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 284250 MONTAGEMEBALANCEAMENTODOS02PNEUSDIANTEIROS  RE9DIESEL R$- NÃOHOUVEO.S. 
MANUTENÇÃO-2023,108,GMT-0700,EMBREAGEM,"45428 ***** WED AUG 09 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 284705 TROCADOCILINDRODEEMBREAGEM(OBS.:SERVIÇOREALIZADONAOFICINASEBINHO)  BFDIESEL R$1.360,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,109,GMT-0700,EMBREAGEM,45428 ***** WED AUG 09 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 284705 REVISÃONOSISTEMADAEMBREAGEM(OBS.:GARANTIAREFERENTEATROCADOCILINDRODEEMBREAGEM-SERVIÇOREALIZADONAOFICINASEBINHO)  BFDIESEL R$- NÃOHOUVEO.S. 
MANUTENÇÃO-2023,110,AS-17101,PNEU," 822 ??? AS-17101 ??? 1.FORNECERESUBSTITUIR03PNEUS,SENDO2(DOIS)DIANTEIROS,E01(UM)PARAESTEPE),MEDIDAS7,50-16-116/114DEPRIMEIRALINHA,MARCAPIRELLIANTEO-52116/114LNYLON,02VÁLVULASSIMPLES,ECÂMARASEPROTETORES;
2.FORNECEREEXECUTARALINHAMENTOEBALANCEAMENTO.  APCCOMÉRCIODEPNEUS R$4.947,00 FINALIZADONANEO "
MANUTENÇÃO-2023,111,AS-17101,PNEU," 878  AS-17101  1.	FORNECERESUBSTITUIR04PNEUS,TRASEIROS,MEDIDAS7,50-16-116/114DEPRIMEIRALINHA,MARCAPIRELLIANTEO-59NYLON,04VÁLVULASSIMPLES,02PROLONGADORES,ECÂMARASEPROTETORES;
2.	FORNECEREEXECUTARALINHAMENTOEBALANCEAMENTO.    PENDENTENANEO "
MANUTENÇÃO-2023,113,GMT-0700,PNEU,"44638 3012 TUE MAR 21 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17201 191673 1.FORNECERESUBSTITUIR04(QUATRO)PNEUSTRASEIROS,DETRAÇÃO,DEMEDIDAS7.50ARO16;
2.REALIZARALINHAMENTODEVOLANTE;
3.REALIZAROBALANCEAMENTODE04(QUATRO)PNEUS;  APICEMOGI R$7.700,00 FINALIZADANANEO "
MANUTENÇÃO-2023,131,GMT-0700,PNEU,"45153 94 FRI MAR 17 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) CA-17001 251756 1.FORNECERESUBSTITUIR02PNEUS7.50R16;
2.EXECUTARALINHAMENTODEDIREÇÃO;
3.EXECUTAR06BALANCEAMENTOSDERODAS.  APCCOMÉRCIODEPNEUS R$4.370,00 FINALIZADANANEO "
MANUTENÇÃO-2023,142,GMT-0700,PNEU,"45352 ***** SUN JUL 23 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) CM-17102 43186 REPARONASMOLASTRASEIRAD/EESUSPENSÃOTRASEIRAD/E,COMTROCADE:PARAFUSOSEXTAVADO30X2X225MA,PARAFUSOSEXTAVADO18X90MB,PORCA18MMSEXTAVADA,BUCHAMOLATRASEIRA,GUIADEGRAMPOTRASEIRO,GRAMPO24X145X360,PORCA24MMSEXTAVADADUPLA,CONICOGRAMPO24.5MM,MOLAPNEUMÁTICA,PORCA30MMNYLON,AMORTECDORTRASEIRO  MOLASTIETÊ R$4.347,20 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,151,GMT-0700,PNEU,"45141 ***** TUE MAY 09 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MO-17001 155425 REPAROEMPNEUFURADO  RE9DIESEL R$25,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,159,GMT-0700,PNEU,"44767 3011 WED APR 19 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17102 68123 1.FORNECERESUBSTITUIROPNEUDIANTEIRODEMEDIDA100/90R19;
2.FORNECERESUBSTITUIRACÂMARADOPNEU.  RAVIMOTOS R$1.163,70 FINALIZADANANEO "
MANUTENÇÃO-2023,165,GMT-0700,PNEU,"45405 ***** THU JUL 20 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17102 70000 TROCADACÂMARADEARDOPNEUDIANTEIRO(PNEUFURADO)  TOTALMOTOS R$96,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,166,MOB-17102,PNEU,"45476 498 ***** MOB-17102 ***** 1.FORNECERESUBSTITUIRPASTILHASDEFREIODIANTEIROCONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIR01(UM)PNEUDIANTEIRONASDIMENSÕES130/80-17.  ***** R$- CANCELADANANEO "
MANUTENÇÃO-2023,167,MOB-17102,PNEU,"45476 500 ***** MOB-17102 ***** 1.FORNECERESUBSTITUIRPASTILHASDEFREIODIANTEIROCONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIR01(UM)PNEUTRASEIRONASDIMENSÕES130/80-17.  LYLLYMOTOS R$1.349,00 CANCELADANANEO "
MANUTENÇÃO-2023,168,GMT-0800,PNEU," 951 THU DEC 07 2023 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) MOB-17102 ??? 1.FORNECERESUBSTITUIRPNEUDIANTEIRONASDIMENSÕES100/90-19,MARCAPIRELLI;
2.FORNECERESUBSTITUIRCONJUNTODERELAÇÃO,COROA,PINHÃOECORRENTE.
 PREVENTIVA TOTALMOTOS R$2.349,56 FINALIZADONANEO "
MANUTENÇÃO-2023,169,GMT-0800,PNEU,"44499 2909 WED FEB 01 2023 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) MOB-17104 57216 1.FORNECERESUBSTITUIROPNEUDIANTEIRODEMEDIDA100/90R19;
2.FORNECERESUBSTITUIROPNEUTRASEIRODEMEDIDA130/80R17;  LYLLYMOTOS R$1.825,00 FINALIZADANANEO "
MANUTENÇÃO-2023,186,MT-17004,PNEU,"43268 2944  MT-17004  1.FORNECERESUBSTITUIROPNEUDIANTEIRO,DEMEDIDAS90/90R21,CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIROPNEUTRASEIRO,DEMEDIDAS120/90R17,CONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIROEIXODOPEDALDATROCADEMARCHAS;  LYLLYMOTOS R$1.539,00 APROVADANANEO "
MANUTENÇÃO-2023,193,GMT-0700,PNEU,"44999 ***** WED MAR 29 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17000 155815 COMPRA,TROCAEBALANCEAMENTODOPNEUTRASEIRODIREITO(GOODYEAREAGLESPORT185/65R15);TROCADAVÁLVULADOPNEU PREVENTIVA APICEMOGI R$596,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,194,GMT-0700,PNEU,***** ***** WED MAR 29 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17000 155815 SUBSTITUIÇÃODOPNEUESTÉPEPELOPNEUTRASEIRODIREITO(TROCADO) PREVENTIVA APICEMOGI R$- NÃOHOUVEO.S. 
MANUTENÇÃO-2023,202,GMT-0700,PNEU,"45577 ***** TUE SEP 19 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17000  REPAROEMSUSPENSÃO,FREIOERODÍZIODEPNEUS CORRETIVA TADACHI R$670,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,209,GMT-0700,PNEU,"***** 87 MON JUN 19 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17001 289300 1.FORNECERESUBSTITUIR02PNEUS195/60R15-88V;
2.EXECUTARALINHAMENTODEDIREÇÃO;
3.EXECUTAR02BALANCEAMENTOSDEPNEUS; PREVENTIVA ALBUQUERQUEPNEUS R$1.403,00 FINALIZADANANEO "
MANUTENÇÃO-2023,222,GMT-0700,PNEU,"45133 53 WED JUN 28 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) TP-17205 200456 1.FORNECERESUBSTITUIR4PNEUS175/65R14.82T;
2.REALIZAR4BALANCEAMENTODERODAS;
3.FORNECERESUBSTITUIR2AMORTECEDORESDIANTEIROS;
4.FORNECERESUBSTITUIR2AMORTECEDORESTRASEIROS;
5.FORNECERESUBSTITUIR2KITDEAMORTECEDORDIANTEIRO(2BATENTES,2COIFAS,2COXINS,2ROLAMENTOS);
6.FORNECERESUBSTITUIR2KITDEAMORTECEDORTRASEIRO(2BATENTES,2COIFAS,2COXINS);
7.FORNECERESUBSTITUIR1BANDEJADESUSPENSÃODIANTEIRAINFERIORLADODIREITO;
8.FORNECERESUBSTITUIR1BANDEJADESUSPENSÃODIANTEIRAINFERIORLADOESQUERDO;
9.FORNECERESUBSTITUIR2BUCHASDABANDEJADIANTEIRAPARTEDIANTEIRA;
10.FORNECERESUBSTITUIR2BUCHASDABANDEJADIANTEIRAPARTETRASEIRA;
11.FORNECERESUBSTITUIR2BIELETASESTABILIZADORASDIANTEIRAS;
12.FORNECERESUBSTITUIR2PIVÔSDABANDEJADIANTEIRA;
13.FORNECERESUBSTITUIR1TERMINALDEDIREÇÃOLADOESQUERDO;
14.FORNECERESUBSTITUIR1TERMINALDEDIREÇÃOLADODIREITO;
15.REALIZAR1ALINHAMENTODEDIREÇÃO. PREVENTIVA BHBCOMÉRCIOESERVIÇO R$7.020,33 FINALIZADANANEO "
MANUTENÇÃO-2023,239,GMT-0700,EMBREAGEM,"45331 221 MON JUL 10 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17208 98889 1.FORNECERESUBSTITUIRPLATÔDEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIRDISCODEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIRVOLANTEDEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
4.FORNECERESUBSTITUIRROLAMENTODEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE. PREVENTIVA 4TEMPOS(DANIEL-ITAQUÁ) R$5.809,00 FINALIZADANANEO "
MANUTENÇÃO-2023,244,GMT-0700,PNEU,"***** 248 THU JUL 13 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17210 30492 1.FORNECERESUBSTITUIR02PNEUS225/75R16C;
2.EXECUTAR02BALANCEAMENTOSEMPNEUS;
3.EXECUTARALINHAMENTOTÉCNICODEDIREÇÃO,CONFORMEESPECIFICAÇÃODOFABRICANTE. PREVENTIVA ALBUQUERQUEPNEUS R$2.787,00 FINALIZADANANEO "
MANUTENÇÃO-2023,247,UR-17210,EMBREAGEM," 1040 ***** UR-17210 ***** 1.	FORNECERESUBSTITUIRPLATÔDEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
2.	FORNECERESUBSTITUIRDISCODEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
3.	FORNECERESUBSTITUIRVOLANTEDEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
4.	FORNECERESUBSTITUIRROLAMENTODEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE.  ***** R$- CANCELADONANEO "
MANUTENÇÃO-2023,248,UR-17210,EMBREAGEM," 1049  UR-17210 36295 1.FORNECERESUBSTITUIRPLATÔDEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIRDISCODEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIRVOLANTEDEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
4.FORNECERESUBSTITUIRROLAMENTODEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE.
5.FORNECERGUINCHOPARARETIRARAVIATURA. CORRETIVA CURIÓ R$8.093,80 FINALIZADONANEO "
MANUTENÇÃO-2023,250,GMT-0700,PNEU,"***** 249 THU JUL 13 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17211 30223 1.FORNECERESUBSTITUIR02PNEUS225/75R16C;
2.EXECUTAR02BALANCEAMENTOSEMPNEUS.  ALBUQUERQUEPNEUS R$2.662,00 FINALIZADANANEO "
MANUTENÇÃO-2023,253,GMT-0700,PNEU,"***** 250 THU JUL 13 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17212 40630 1.FORNECERESUBSTITUIR02PNEUS225/75R16C;
2.EXECUTAR02BALANCEAMENTOSEMPNEUS. PREVENTIVA ALBUQUERQUEPNEUS R$2.662,00 FINALIZADANANEO "
MANUTENÇÃO-2023,255,GMT-0700,EMBREAGEM,"***** 342 WED AUG 09 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17213 21647 1.FORNECERESUBSTITUIRPLATÔDEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIRDISCODEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIRVOLANTEDEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE;
4.FORNECERESUBSTITUIRROLAMENTODEEMBREAGEMCONFORMEESPECIFICAÇÃODOFABRICANTE. PREVENTIVA BFDIESEL R$7.500,00 FINALIZADANANEO "
MANUTENÇÃO-2023,261,UT-17001,PNEU," 1002 ??? UT-17001 ??? 1.FORNECERESUBSTITUIR02PNEUS,DIANTEIROS,MEDIDAS175/70R14DEPRIMEIRALINHA,MARCAGOODYEAR,EBICOS;
2.FORNECERESUBSTITUIR01BATERIAMARCAMOURA60AH;
3.FORNECERESUBSTITUIRPASTILHASDEFREIOSDIANTEIRACONFORMEESPECIFICAÇÃODOFABRICANTE;
4.FORNECERESUBSTITUIRLONASDEFREIOSTRASEIROCONFORMEESPECIFICAÇÃODOFABRICANTE,EVERIFICARFREIOESTACIONÁRIO;
5.FORNECERESUBSTITUIRFLUÍDODEFREIOCONFORMEESPECIFICAÇÃODOFABRICANTE;
6.FORNECERESUBSTITUIRPARDEPALHETASDOLIMPADORDEPARA-BRISACONFORMEESPECIFICAÇÃODOFABRICANTE.
7.FORNECEREEXECUTARALINHAMENTO,BALANCEAMENTO. CORRETIVA BHBCOMÉRCIOESERVIÇO R$3.242,99 CANCELADONANEO "
MANUTENÇÃO-2023,276,GMT-0700,PNEU,"44697 3033 SUN MAR 12 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) VO-17003 256337 1.FORNECERESUBSTITUIR02(DOIS)PNEUSDEMEDIDA235/75R15,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.REALIZARALINHAMENTODIREÇÃO;
3.REALIZAROBALANCEAMENTODE04(QUATRO)PNEUS;
4.FORNECERESUBSTITUIR02(DOIS)BICOS,REFERENTESAOSPNEUSSUBSTITUÍDOS. PREVENTIVA DELLAVIAPNEUS R$1.918,36 FINALIZADANANEO "
MANUTENÇÃO-2023,280,GMT-0700,EMBREAGEM,"45434 ***** THU SEP 28 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) VO-17003 264623 TROCADOKITEMBREAGEM,ATUADORDOPEDAL,ATUADORDOCÂMBIO,RETÍFICADOVOLANTEETROCADOFLUÍDOHIDRÁULICO PREVENTIVA MM R$2.735,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,284,GMT-0800,PNEU,"44628 ***** SUN JAN 08 2023 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) VO-17008 204505 TROCADOVOLANTEDOMOTOR;E?????????????.OBS.:VTRDEIXADANAOFICINAMACCAR,PORÉMOSERVIÇOFOIEXECUTADOPELAÁPICEPNEUSMOGIDEVIDOOMESMOESTARNAGARANTIA.TODASASDESPESASGERADASFORAMCUSTEADASPELAOFINAÁPICEPNEUS. CORRETIVA APICEMOGI R$- NÃOHOUVEO.S. "
MANUTENÇÃO-2023,289,GMT-0700,EMBREAGEM,"45298 251 TUE JUL 11 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) VO-17008 205249 1.FORNECERCILINDROMESTREDEEMBREAGEM,CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERATUADORDEEMBREAGEM,CONFORMEESPECIFICAÇÃODOFABRICANTE; PREVENTIVA BFDIESEL R$2.142,00 FINALIZADANANEO "
MANUTENÇÃO-2023,292,GMT-0700,PNEU,"45507 ***** SUN AUG 27 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) VO-17008 205921 CONSERTOEMPNEU(PNEUTRASEIROESQUERDOFURADO) CORRETIVA RE9DIESEL R$30,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,301,GMT-0700,PNEU,"45460 ***** THU AUG 10 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) VO-17103 88551 MONTAGEMEBALANCEAMENTODOS04PNEUSEESTÉPE;TROCADAS04VÁLVULASDEPNEU;01ALINHAMENTODEDIREÇÃO(OBS.:PNEUSFORNECIDOSPELAMOTOMEC) PREVENTIVA IKEDA R$220,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,307,VO-17103,PNEU," 914 ***** VO-17103 ***** REALIZARDIAGNÓSTICOSEPROVIDENCIAROSREPAROS,PARAOSSEGUINTESPROBLEMASAPRESENTADOS:
-LUZDEADVERTÊNCIACONSTANTEMENTEACESANOPAINELREFERENTEAOCONTROLEDETRAÇÃONÃOSENDOPOSSÍVELDESLIGA-LA(BOTÃODEACIONAMENTOINOPERANTE);
-LUZDEADVERTÊNCIACONSTANTEMENTEACESANOPAINELREFERENTEACALIBRAGEMDOSPNEUS;
-LUZDEADVERTÊNCIAOCASIONALMENTEACESANOPAINELREFERENTEAOAIRBAG;
-DIREÇÃODAVIATURAOCASIONALMENTETRAVAEMMOVIMENTO.
OBS:VERIFICARFUNCIONAMENTODOS""MÓDULOS"".  ***** R$- CANCELADONANEO "
MANUTENÇÃO-2023,310,VO-17205,PNEU," 1123  VO-17205  1.	FORNECERESUBSTITUIR,02(DOIS)PNEUSMARCAPIRELLIMODELOSCORPIONATR,205/60R15;
7.	FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA   PENDENTENANEO "
CONTROLE MAN. 2022,2,GMT-0800,PNEU,"***** ***** 2398 SUN FEB 20 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) TP-17004 128354 FORNECERESUBSTITUIROÓLEODOMOTOR;
FORNECERESUBSTITUIROFILTRODEÓLEODOMOTOR;
FORNECERESUBSTITUIROFILTRODECOMBUSTÍVEL;
FORNECERESUBSTITUIROFILTRODEARDOMOTOR;
FORNECERESUBSTITUIROFILTRODEARDACABINE(ARCONDICIONADO).FORNECERESUBSTITUIROKITDACORREIADENTADACOMTENSOR;
FORNECERESUBSTITUIR04(QUATRO)PNEUSDEMEDIDA185/65R15;
REALIZARALINHAMENTODEDIREÇÃOEBALANCEAMENTODOS4PNEUS.
REALIZARLAVAGEMCOMPLETAEHIGIENIZAÇÃO. R9AUTOPECASESERVICOS R$4.372,16 FINALIZADANANEO  "
CONTROLE MAN. 2022,22,GMT-0800,EMBREAGEM,"***** ***** ***** MON JAN 10 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) CA-17001 247414 TROCADOCILINDROAUXILIARDEEMBREAGEM;TROCADOCILINDROMESTREDEEMBREAGEM;TROCADOFLUIDODEFREIO(DOT4);TROCADOCABODOACELERADOR;TROCADOFLEXIVELDAEMBREAGEM;EREGULAGEMDAEMBREAGEM. BFDIESEL R$885,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,33,GMT-0800,PNEU,"***** ***** ***** TUE JAN 18 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) CM-17102 33662 MONTAGEMETROCADE01PNEU(PNEUEXTERNOLDDOEIXODIANTEIRODACARRETA) RE9DIESEL R$60,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,39,RE-17102,PNEU,"***** ***** 2499 ***** RE-17102 ***** 1.FORNECERESUBSTITUIR08(OITO)PNEUSPARACAMINHÃO,DESTINADOSAOREBOQUE,DIMENSÕES295/80R22,5,CONSTRUÇÃORADIAL,ARO22,5,IC152/148,COD.VEL.“M”,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.EFETUAROBALANCEAMENTOECALIBRAGEMDOSREFERIDOSPNEUS,CONFORMEESPECIFICAÇÕESDOFABRICANTE. ***** R$- CANCELADANANEO  "
CONTROLE MAN. 2022,41,AB-17201,EMBREAGEM,"***** ***** 2507 ***** AB-17201 ***** 1.FORNECERESUBSTITUIROKITDEEMBREAGEM;
2.RECONDICIONAROCÂMBIO;
3.EXECUTARAMONTAGEMDOCÂMBIO,DEIXANDOEMPLENASCONDIÇÕESDEUSO. ***** R$- CANCELADANANEO  "
CONTROLE MAN. 2022,49,GMT-0800,PNEU,"***** ***** ***** MON FEB 07 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) AS-17101 271096 CONSERTOPNEUTRAS.DIR.EXTERNO RE9DIESEL R$30,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,60,GMT-0700,EMBREAGEM,"***** ***** 2533 THU MAR 17 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17102 62382 1.FORNECERESUBSTITUIRÓLEODEMOTOR,CONFORMEESPECIFICAÇÕESDOFABRICANTE;
2.FORNECERESUBSTITUIROFILTRODEÓLEODOMOTOR,CONFORMEESPECIFICAÇÕESDOFABRICANTE;
3.FORNECERESUBSTITUIROFILTRODEAR,CONFORMEESPECIFICAÇÕESDOFABRICANTE;
4.FORNECERESUBSTITUIROSDISCOSDEEMBREAGEM,CONFORMEESPECIFICAÇÕESDOFABRICANTE;
5.FORNECERESUBSTITUIROCUBODEEMBREAGEM,CONFORMEESPECIFICAÇÕESDOFABRICANTE;
6.FORNECERESUBSTITUIROSSEPARADORESDOSDISCOSDEEMBREAGEM,CONFORMEESPECIFICAÇÕESDOFABRICANTE;
7.FORNECERESUBSTITUIROPLATÔDEEMBREAGEM,CONFORMEESPECIFICAÇÕESDOFABRICANTE;
8.FORNECERESUBSTITUIROCABODEEMBREAGEM,CONFORMEESPECIFICAÇÕESDOFABRICANTE. RAVIMOTOS R$4.181,46 FINALIZADANANEO  "
CONTROLE MAN. 2022,65,GMT-0800,PNEU,"***** ***** ***** THU FEB 24 2022 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) AB-17102 69050 MONTAGEMDE01PNEU(DIANTEIRODIREITO) RE9DIESEL R$30,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,80,GMT-0700,PNEU,"***** ***** 2556 SUN APR 03 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UT-17001 86319 1.FORNECERESUBSTITUIR04(QUATRO)PNEUSCOMASSEGUINTESCARACTERÍSTICAS:
-MEDIDAS:175/70R14;
-ÍNDICEDECARGA:84;
-ÍNDICEDEVELOCIDADE:T;
2.REALIZAROBALANCEAMENTODAS04(QUATRO)RODAS;
3.REALIZAROALINHAMENTODEDIREÇÃO. APICEMOGI R$2.600,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,82,GMT-0700,EMBREAGEM,"***** ***** 2559 MON APR 04 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) VO-17008 199275 1.FORNECERESUBSTITUIROCONJUNTODECILINDROSDAEMBREAGEM;
2.FORNECERESUBSTITUIROBRAÇOPITMAN;
3.REALIZAROALINHAMENTODEDIREÇÃO. APICEMOGI R$2.235,00 FINALIZADANANEO  "
CONTROLE MAN. 2022,84,GMT-0700,PNEU,***** ***** ***** TUE MAR 15 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 272203 RETIRADA04PNEUSTRASEIROS(OBS.:PNEUSFORNECIDOSPELOCSM) CSM/MOPB R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,88,GMT-0700,EMBREAGEM,***** ***** ***** SUN MAR 20 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) CA-17001 247786 TROCADOCILINDRODEEMBREAGEM(GARANTIA) BFDIESEL R$- NÃOHOUVEO.S.GEFROE  
CONTROLE MAN. 2022,92,GMT-0700,PNEU,"***** ***** ***** THU MAR 24 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 272203 COMPRADOS2PNEUSDIANTEIROS DELLAVIAPNEUS R$1.540,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,93,GMT-0700,PNEU,"40678 ***** ***** THU MAR 24 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AS-17101 272203 TROCADOS6PNEUS(OBS.:APENASMONTAGEM.PNEUSDIANTEIROSCOMPRADOSNADELLAVIAPNEUSMOGI.PNEUSTRASEIROSFORNECIDOSPELOCSM) RE9DIESEL R$150,00 NÃOHOUVEO.S.GEFROE  "
CONTROLE MAN. 2022,95,GMT-0700,PNEU,"***** ***** ***** TUE MAR 22 2022 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17105 39977 TROCADACÂMARADEARDOPNEUTRASEIRO ROTA1 R$172,00 NÃOHOUVEO.S.GEFROE  "
